"Seade","Mõõtmise aeg","elektrijuhtivus","hägusus","hapnik","pH","Laekumise aeg"
"Muuli VKM","25.01.2024 05:05","890 μS/cm","475.44 NTU","10.51 mg/L","7.41","25.01.2024 05:07"
"Muuli VKM","25.01.2024 05:00","884 μS/cm","453.88 NTU","10.42 mg/L","7.41","25.01.2024 05:02"
"Muuli VKM","25.01.2024 04:55","884 μS/cm","452.29 NTU","10.41 mg/L","7.41","25.01.2024 04:57"
"Muuli VKM","25.01.2024 04:50","884 μS/cm","450.75 NTU","10.42 mg/L","7.41","25.01.2024 04:52"
"Muuli VKM","25.01.2024 04:45","884 μS/cm","449.1 NTU","10.41 mg/L","7.42","25.01.2024 04:47"
"Muuli VKM","25.01.2024 04:40","884 μS/cm","447.33 NTU","10.43 mg/L","7.42","25.01.2024 04:42"
"Muuli VKM","25.01.2024 04:35","884 μS/cm","445.52 NTU","10.42 mg/L","7.42","25.01.2024 04:37"
"Muuli VKM","25.01.2024 04:30","883 μS/cm","443.46 NTU","10.44 mg/L","7.43","25.01.2024 04:32"
"Muuli VKM","25.01.2024 04:25","883 μS/cm","441.33 NTU","10.44 mg/L","7.43","25.01.2024 04:27"
"Muuli VKM","25.01.2024 04:20","883 μS/cm","440.93 NTU","10.43 mg/L","7.44","25.01.2024 04:22"
"Muuli VKM","25.01.2024 04:15","883 μS/cm","440.62 NTU","10.43 mg/L","7.44","25.01.2024 04:17"
"Muuli VKM","25.01.2024 04:10","882 μS/cm","440.13 NTU","10.44 mg/L","7.44","25.01.2024 04:12"
"Muuli VKM","25.01.2024 04:05","882 μS/cm","439.52 NTU","10.45 mg/L","7.45","25.01.2024 04:07"
"Muuli VKM","25.01.2024 04:00","882 μS/cm","456.96 NTU","10.45 mg/L","7.45","25.01.2024 04:02"
"Muuli VKM","25.01.2024 03:55","883 μS/cm","487.66 NTU","10.44 mg/L","7.46","25.01.2024 03:57"
"Muuli VKM","25.01.2024 03:50","884 μS/cm","517.68 NTU","10.46 mg/L","7.46","25.01.2024 03:52"
"Muuli VKM","25.01.2024 03:45","886 μS/cm","520.55 NTU","10.44 mg/L","7.46","25.01.2024 03:47"
"Muuli VKM","25.01.2024 03:40","888 μS/cm","523.59 NTU","10.43 mg/L","7.47","25.01.2024 03:42"
"Muuli VKM","25.01.2024 03:35","891 μS/cm","526.58 NTU","10.45 mg/L","7.47","25.01.2024 03:37"
"Muuli VKM","25.01.2024 03:30","893 μS/cm","529.52 NTU","10.42 mg/L","7.47","25.01.2024 03:32"
"Muuli VKM","25.01.2024 03:25","895 μS/cm","532.37 NTU","10.43 mg/L","7.47","25.01.2024 03:27"
"Muuli VKM","25.01.2024 03:20","898 μS/cm","535.26 NTU","10.43 mg/L","7.46","25.01.2024 03:22"
"Muuli VKM","25.01.2024 03:15","900 μS/cm","539.14 NTU","10.47 mg/L","7.45","25.01.2024 03:17"
"Muuli VKM","25.01.2024 03:10","903 μS/cm","523.99 NTU","10.46 mg/L","7.42","25.01.2024 03:12"
"Muuli VKM","25.01.2024 03:05","904 μS/cm","495.56 NTU","10.45 mg/L","7.39","25.01.2024 03:07"
"Muuli VKM","25.01.2024 03:00","897 μS/cm","468.02 NTU","10.37 mg/L","7.38","25.01.2024 03:02"
"Muuli VKM","25.01.2024 02:55","897 μS/cm","467.61 NTU","10.36 mg/L","7.38","25.01.2024 02:57"
"Muuli VKM","25.01.2024 02:50","897 μS/cm","467.23 NTU","10.36 mg/L","7.39","25.01.2024 02:52"
"Muuli VKM","25.01.2024 02:45","897 μS/cm","467.01 NTU","10.35 mg/L","7.39","25.01.2024 02:47"
"Muuli VKM","25.01.2024 02:40","897 μS/cm","466.92 NTU","10.36 mg/L","7.4","25.01.2024 02:42"
"Muuli VKM","25.01.2024 02:35","897 μS/cm","467.03 NTU","10.34 mg/L","7.4","25.01.2024 02:37"
"Muuli VKM","25.01.2024 02:30","897 μS/cm","467.13 NTU","10.36 mg/L","7.4","25.01.2024 02:32"
"Muuli VKM","25.01.2024 02:25","897 μS/cm","466.5 NTU","10.34 mg/L","7.41","25.01.2024 02:27"
"Muuli VKM","25.01.2024 02:20","897 μS/cm","467.03 NTU","10.36 mg/L","7.41","25.01.2024 02:22"
"Muuli VKM","25.01.2024 02:15","897 μS/cm","467.85 NTU","10.36 mg/L","7.42","25.01.2024 02:17"
"Muuli VKM","25.01.2024 02:10","897 μS/cm","468.95 NTU","10.37 mg/L","7.42","25.01.2024 02:12"
"Muuli VKM","25.01.2024 02:05","898 μS/cm","469.59 NTU","10.36 mg/L","7.43","25.01.2024 02:07"
"Muuli VKM","25.01.2024 02:00","899 μS/cm","500.36 NTU","10.35 mg/L","7.43","25.01.2024 02:02"
"Muuli VKM","25.01.2024 01:55","901 μS/cm","519.15 NTU","10.33 mg/L","7.43","25.01.2024 01:57"
"Muuli VKM","25.01.2024 01:50","903 μS/cm","531.65 NTU","10.36 mg/L","7.44","25.01.2024 01:52"
"Muuli VKM","25.01.2024 01:45","905 μS/cm","531.94 NTU","10.34 mg/L","7.44","25.01.2024 01:47"
"Muuli VKM","25.01.2024 01:40","909 μS/cm","532.05 NTU","10.35 mg/L","7.45","25.01.2024 01:42"
"Muuli VKM","25.01.2024 01:35","911 μS/cm","531.79 NTU","10.37 mg/L","7.45","25.01.2024 01:37"
"Muuli VKM","25.01.2024 01:30","915 μS/cm","531.91 NTU","10.38 mg/L","7.45","25.01.2024 01:32"
"Muuli VKM","25.01.2024 01:25","918 μS/cm","531.61 NTU","10.36 mg/L","7.45","25.01.2024 01:27"
"Muuli VKM","25.01.2024 01:20","921 μS/cm","531.13 NTU","10.34 mg/L","7.44","25.01.2024 01:22"
"Muuli VKM","25.01.2024 01:15","924 μS/cm","532.34 NTU","10.38 mg/L","7.42","25.01.2024 01:17"
"Muuli VKM","25.01.2024 01:10","925 μS/cm","503.3 NTU","10.35 mg/L","7.39","25.01.2024 01:12"
"Muuli VKM","25.01.2024 01:05","925 μS/cm","486.05 NTU","10.31 mg/L","7.35","25.01.2024 01:07"
"Muuli VKM","25.01.2024 01:00","913 μS/cm","474.96 NTU","10.17 mg/L","7.33","25.01.2024 01:02"
"Muuli VKM","25.01.2024 00:55","913 μS/cm","475.73 NTU","10.17 mg/L","7.34","25.01.2024 00:57"
"Muuli VKM","25.01.2024 00:50","913 μS/cm","476.57 NTU","10.15 mg/L","7.34","25.01.2024 00:52"
"Muuli VKM","25.01.2024 00:45","914 μS/cm","477.46 NTU","10.15 mg/L","7.35","25.01.2024 00:47"
"Muuli VKM","25.01.2024 00:40","914 μS/cm","477.68 NTU","10.16 mg/L","7.35","25.01.2024 00:42"
"Muuli VKM","25.01.2024 00:35","914 μS/cm","478.03 NTU","10.16 mg/L","7.36","25.01.2024 00:37"
"Muuli VKM","25.01.2024 00:30","914 μS/cm","478.03 NTU","10.17 mg/L","7.36","25.01.2024 00:32"
"Muuli VKM","25.01.2024 00:25","914 μS/cm","476.82 NTU","10.18 mg/L","7.37","25.01.2024 00:27"
"Muuli VKM","25.01.2024 00:20","914 μS/cm","475.62 NTU","10.2 mg/L","7.37","25.01.2024 00:22"
"Muuli VKM","25.01.2024 00:15","914 μS/cm","474.61 NTU","10.17 mg/L","7.38","25.01.2024 00:17"
"Muuli VKM","25.01.2024 00:10","914 μS/cm","474 NTU","10.19 mg/L","7.38","25.01.2024 00:12"
"Muuli VKM","25.01.2024 00:05","914 μS/cm","474.36 NTU","10.19 mg/L","7.39","25.01.2024 00:07"
"Muuli VKM","25.01.2024 00:00","914 μS/cm","488.86 NTU","10.17 mg/L","7.39","25.01.2024 00:02"
"Muuli VKM","24.01.2024 23:55","913 μS/cm","495.87 NTU","10.2 mg/L","7.4","24.01.2024 23:57"
"Muuli VKM","24.01.2024 23:50","914 μS/cm","540.52 NTU","10.19 mg/L","7.4","24.01.2024 23:52"
"Muuli VKM","24.01.2024 23:45","915 μS/cm","552.17 NTU","10.21 mg/L","7.41","24.01.2024 23:47"
"Muuli VKM","24.01.2024 23:40","916 μS/cm","564.08 NTU","10.21 mg/L","7.41","24.01.2024 23:42"
"Muuli VKM","24.01.2024 23:35","916 μS/cm","576.01 NTU","10.19 mg/L","7.41","24.01.2024 23:37"
"Muuli VKM","24.01.2024 23:30","917 μS/cm","588.07 NTU","10.18 mg/L","7.42","24.01.2024 23:32"
"Muuli VKM","24.01.2024 23:25","918 μS/cm","599.88 NTU","10.17 mg/L","7.42","24.01.2024 23:27"
"Muuli VKM","24.01.2024 23:20","919 μS/cm","614.98 NTU","10.14 mg/L","7.41","24.01.2024 23:22"
"Muuli VKM","24.01.2024 23:15","921 μS/cm","629.39 NTU","10.2 mg/L","7.4","24.01.2024 23:17"
"Muuli VKM","24.01.2024 23:10","924 μS/cm","629.76 NTU","10.23 mg/L","7.39","24.01.2024 23:12"
"Muuli VKM","24.01.2024 23:05","928 μS/cm","637.84 NTU","10.3 mg/L","7.37","24.01.2024 23:07"
"Muuli VKM","24.01.2024 23:00","931 μS/cm","608.31 NTU","10.31 mg/L","7.36","24.01.2024 23:02"
"Muuli VKM","24.01.2024 22:55","931 μS/cm","611.8 NTU","10.33 mg/L","7.36","24.01.2024 22:57"
"Muuli VKM","24.01.2024 22:50","931 μS/cm","615.32 NTU","10.31 mg/L","7.37","24.01.2024 22:52"
"Muuli VKM","24.01.2024 22:45","931 μS/cm","618.92 NTU","10.31 mg/L","7.37","24.01.2024 22:47"
"Muuli VKM","24.01.2024 22:40","932 μS/cm","622.79 NTU","10.33 mg/L","7.38","24.01.2024 22:42"
"Muuli VKM","24.01.2024 22:35","932 μS/cm","627.08 NTU","10.36 mg/L","7.38","24.01.2024 22:37"
"Muuli VKM","24.01.2024 22:30","933 μS/cm","621.89 NTU","10.35 mg/L","7.39","24.01.2024 22:32"
"Muuli VKM","24.01.2024 22:25","933 μS/cm","622.29 NTU","10.33 mg/L","7.39","24.01.2024 22:27"
"Muuli VKM","24.01.2024 22:20","933 μS/cm","623.15 NTU","10.33 mg/L","7.39","24.01.2024 22:22"
"Muuli VKM","24.01.2024 22:15","933 μS/cm","624.56 NTU","10.35 mg/L","7.4","24.01.2024 22:17"
"Muuli VKM","24.01.2024 22:10","933 μS/cm","626.01 NTU","10.35 mg/L","7.4","24.01.2024 22:12"
"Muuli VKM","24.01.2024 22:05","933 μS/cm","631.85 NTU","10.35 mg/L","7.41","24.01.2024 22:07"
"Muuli VKM","24.01.2024 22:00","935 μS/cm","626.95 NTU","10.36 mg/L","7.41","24.01.2024 22:02"
"Muuli VKM","24.01.2024 21:55","938 μS/cm","650.17 NTU","10.34 mg/L","7.42","24.01.2024 21:57"
"Muuli VKM","24.01.2024 21:50","941 μS/cm","672.99 NTU","10.35 mg/L","7.42","24.01.2024 21:52"
"Muuli VKM","24.01.2024 21:45","946 μS/cm","678.41 NTU","10.35 mg/L","7.42","24.01.2024 21:47"
"Muuli VKM","24.01.2024 21:40","950 μS/cm","689.93 NTU","10.34 mg/L","7.43","24.01.2024 21:42"
"Muuli VKM","24.01.2024 21:35","954 μS/cm","695.87 NTU","10.33 mg/L","7.43","24.01.2024 21:37"
"Muuli VKM","24.01.2024 21:30","959 μS/cm","701.56 NTU","10.34 mg/L","7.44","24.01.2024 21:32"
"Muuli VKM","24.01.2024 21:25","963 μS/cm","719.44 NTU","10.32 mg/L","7.44","24.01.2024 21:27"
"Muuli VKM","24.01.2024 21:20","967 μS/cm","738.08 NTU","10.33 mg/L","7.44","24.01.2024 21:22"
"Muuli VKM","24.01.2024 21:15","971 μS/cm","753.07 NTU","10.36 mg/L","7.42","24.01.2024 21:17"
"Muuli VKM","24.01.2024 21:10","973 μS/cm","779.46 NTU","10.33 mg/L","7.4","24.01.2024 21:12"
"Muuli VKM","24.01.2024 21:05","975 μS/cm","778.47 NTU","10.34 mg/L","7.38","24.01.2024 21:07"
"Muuli VKM","24.01.2024 21:00","972 μS/cm","778.77 NTU","10.27 mg/L","7.36","24.01.2024 21:02"
"Muuli VKM","24.01.2024 20:55","972 μS/cm","797.14 NTU","10.29 mg/L","7.37","24.01.2024 20:57"
"Muuli VKM","24.01.2024 20:50","972 μS/cm","816.47 NTU","10.3 mg/L","7.37","24.01.2024 20:52"
"Muuli VKM","24.01.2024 20:45","973 μS/cm","836.46 NTU","10.3 mg/L","7.38","24.01.2024 20:47"
"Muuli VKM","24.01.2024 20:40","972 μS/cm","857.22 NTU","10.3 mg/L","7.38","24.01.2024 20:42"
"Muuli VKM","24.01.2024 20:35","973 μS/cm","866.26 NTU","10.3 mg/L","7.38","24.01.2024 20:37"
"Muuli VKM","24.01.2024 20:30","972 μS/cm","876.62 NTU","10.3 mg/L","7.39","24.01.2024 20:32"
"Muuli VKM","24.01.2024 20:25","972 μS/cm","886.14 NTU","10.31 mg/L","7.39","24.01.2024 20:27"
"Muuli VKM","24.01.2024 20:20","971 μS/cm","896.58 NTU","10.33 mg/L","7.4","24.01.2024 20:22"
"Muuli VKM","24.01.2024 20:15","971 μS/cm","907.81 NTU","10.31 mg/L","7.4","24.01.2024 20:17"
"Muuli VKM","24.01.2024 20:10","971 μS/cm","919.99 NTU","10.33 mg/L","7.41","24.01.2024 20:12"
"Muuli VKM","24.01.2024 20:05","971 μS/cm","932.92 NTU","10.31 mg/L","7.41","24.01.2024 20:07"
"Muuli VKM","24.01.2024 20:00","971 μS/cm","952.4 NTU","10.32 mg/L","7.41","24.01.2024 20:02"
"Muuli VKM","24.01.2024 19:55","972 μS/cm","943.47 NTU","10.32 mg/L","7.42","24.01.2024 19:57"
"Muuli VKM","24.01.2024 19:50","973 μS/cm","945.54 NTU","10.29 mg/L","7.42","24.01.2024 19:52"
"Muuli VKM","24.01.2024 19:45","974 μS/cm","961.57 NTU","10.32 mg/L","7.43","24.01.2024 19:47"
"Muuli VKM","24.01.2024 19:40","975 μS/cm","975.58 NTU","10.33 mg/L","7.43","24.01.2024 19:42"
"Muuli VKM","24.01.2024 19:35","976 μS/cm","990.74 NTU","10.33 mg/L","7.43","24.01.2024 19:37"
"Muuli VKM","24.01.2024 19:30","978 μS/cm","1004.41 NTU","10.29 mg/L","7.44","24.01.2024 19:32"
"Muuli VKM","24.01.2024 19:25","979 μS/cm","1019.84 NTU","10.28 mg/L","7.44","24.01.2024 19:27"
"Muuli VKM","24.01.2024 19:20","981 μS/cm","1033.44 NTU","10.29 mg/L","7.44","24.01.2024 19:22"
"Muuli VKM","24.01.2024 19:15","982 μS/cm","1045.52 NTU","10.31 mg/L","7.43","24.01.2024 19:17"
"Muuli VKM","24.01.2024 19:10","983 μS/cm","1049.87 NTU","10.32 mg/L","7.41","24.01.2024 19:12"
"Muuli VKM","24.01.2024 19:05","985 μS/cm","1082.32 NTU","10.32 mg/L","7.38","24.01.2024 19:07"
"Muuli VKM","24.01.2024 19:00","976 μS/cm","1103.04 NTU","10.19 mg/L","7.35","24.01.2024 19:02"
"Muuli VKM","24.01.2024 18:55","975 μS/cm","1108.81 NTU","10.2 mg/L","7.36","24.01.2024 18:57"
"Muuli VKM","24.01.2024 18:50","975 μS/cm","1114.67 NTU","10.18 mg/L","7.36","24.01.2024 18:52"
"Muuli VKM","24.01.2024 18:45","974 μS/cm","1119.94 NTU","10.21 mg/L","7.37","24.01.2024 18:47"
"Muuli VKM","24.01.2024 18:40","974 μS/cm","1125.56 NTU","10.19 mg/L","7.37","24.01.2024 18:42"
"Muuli VKM","24.01.2024 18:35","974 μS/cm","1128.58 NTU","10.18 mg/L","7.38","24.01.2024 18:37"
"Muuli VKM","24.01.2024 18:30","974 μS/cm","1131.97 NTU","10.19 mg/L","7.38","24.01.2024 18:32"
"Muuli VKM","24.01.2024 18:25","974 μS/cm","1135.08 NTU","10.2 mg/L","7.38","24.01.2024 18:27"
"Muuli VKM","24.01.2024 18:20","974 μS/cm","1139.18 NTU","10.21 mg/L","7.39","24.01.2024 18:22"
"Muuli VKM","24.01.2024 18:15","973 μS/cm","1143.43 NTU","10.21 mg/L","7.39","24.01.2024 18:17"
"Muuli VKM","24.01.2024 18:10","973 μS/cm","1148.01 NTU","10.21 mg/L","7.4","24.01.2024 18:12"
"Muuli VKM","24.01.2024 18:05","972 μS/cm","1151.38 NTU","10.23 mg/L","7.4","24.01.2024 18:07"
"Muuli VKM","24.01.2024 18:00","972 μS/cm","1139.41 NTU","10.2 mg/L","7.41","24.01.2024 18:02"
"Muuli VKM","24.01.2024 17:55","971 μS/cm","1126.76 NTU","10.23 mg/L","7.41","24.01.2024 17:57"
"Muuli VKM","24.01.2024 17:50","971 μS/cm","1094.4 NTU","10.21 mg/L","7.41","24.01.2024 17:52"
"Muuli VKM","24.01.2024 17:45","970 μS/cm","1049.36 NTU","10.23 mg/L","7.42","24.01.2024 17:47"
"Muuli VKM","24.01.2024 17:40","969 μS/cm","1003.54 NTU","10.22 mg/L","7.42","24.01.2024 17:42"
"Muuli VKM","24.01.2024 17:35","968 μS/cm","957.4 NTU","10.2 mg/L","7.43","24.01.2024 17:37"
"Muuli VKM","24.01.2024 17:30","967 μS/cm","916.41 NTU","10.2 mg/L","7.43","24.01.2024 17:32"
"Muuli VKM","24.01.2024 17:25","966 μS/cm","874.66 NTU","10.2 mg/L","7.43","24.01.2024 17:27"
"Muuli VKM","24.01.2024 17:20","966 μS/cm","832.23 NTU","10.17 mg/L","7.43","24.01.2024 17:22"
"Muuli VKM","24.01.2024 17:15","966 μS/cm","790.59 NTU","10.2 mg/L","7.42","24.01.2024 17:17"
"Muuli VKM","24.01.2024 17:10","966 μS/cm","763.84 NTU","10.23 mg/L","7.4","24.01.2024 17:12"
"Muuli VKM","24.01.2024 17:05","964 μS/cm","737.1 NTU","10.21 mg/L","7.36","24.01.2024 17:07"
"Muuli VKM","24.01.2024 17:00","963 μS/cm","729.39 NTU","10.19 mg/L","7.34","24.01.2024 17:02"
"Muuli VKM","24.01.2024 16:55","963 μS/cm","733.27 NTU","10.19 mg/L","7.34","24.01.2024 16:57"
"Muuli VKM","24.01.2024 16:50","963 μS/cm","737.22 NTU","10.2 mg/L","7.35","24.01.2024 16:52"
"Muuli VKM","24.01.2024 16:45","962 μS/cm","741.34 NTU","10.24 mg/L","7.35","24.01.2024 16:47"
"Muuli VKM","24.01.2024 16:40","962 μS/cm","739.18 NTU","10.21 mg/L","7.36","24.01.2024 16:42"
"Muuli VKM","24.01.2024 16:35","962 μS/cm","737.01 NTU","10.21 mg/L","7.36","24.01.2024 16:37"
"Muuli VKM","24.01.2024 16:30","962 μS/cm","734.91 NTU","10.23 mg/L","7.37","24.01.2024 16:32"
"Muuli VKM","24.01.2024 16:25","962 μS/cm","733.66 NTU","10.22 mg/L","7.37","24.01.2024 16:27"
"Muuli VKM","24.01.2024 16:20","962 μS/cm","732.35 NTU","10.22 mg/L","7.38","24.01.2024 16:22"
"Muuli VKM","24.01.2024 16:15","962 μS/cm","731.01 NTU","10.23 mg/L","7.38","24.01.2024 16:17"
"Muuli VKM","24.01.2024 16:10","962 μS/cm","729.87 NTU","10.22 mg/L","7.39","24.01.2024 16:12"
"Muuli VKM","24.01.2024 16:05","962 μS/cm","729.14 NTU","10.21 mg/L","7.39","24.01.2024 16:07"
"Muuli VKM","24.01.2024 16:00","961 μS/cm","742.64 NTU","10.24 mg/L","7.4","24.01.2024 16:02"
"Muuli VKM","24.01.2024 15:55","961 μS/cm","751.43 NTU","10.24 mg/L","7.4","24.01.2024 15:57"
"Muuli VKM","24.01.2024 15:50","961 μS/cm","788.23 NTU","10.24 mg/L","7.41","24.01.2024 15:52"
"Muuli VKM","24.01.2024 15:45","962 μS/cm","797.3 NTU","10.24 mg/L","7.41","24.01.2024 15:47"
"Muuli VKM","24.01.2024 15:40","962 μS/cm","806.33 NTU","10.23 mg/L","7.42","24.01.2024 15:42"
"Muuli VKM","24.01.2024 15:35","963 μS/cm","821.39 NTU","10.23 mg/L","7.42","24.01.2024 15:37"
"Muuli VKM","24.01.2024 15:30","963 μS/cm","836.78 NTU","10.23 mg/L","7.43","24.01.2024 15:32"
"Muuli VKM","24.01.2024 15:25","964 μS/cm","852.31 NTU","10.24 mg/L","7.43","24.01.2024 15:27"
"Muuli VKM","24.01.2024 15:20","964 μS/cm","867.68 NTU","10.24 mg/L","7.42","24.01.2024 15:22"
"Muuli VKM","24.01.2024 15:15","965 μS/cm","883.08 NTU","10.24 mg/L","7.41","24.01.2024 15:17"
"Muuli VKM","24.01.2024 15:10","965 μS/cm","884.15 NTU","10.23 mg/L","7.39","24.01.2024 15:12"
"Muuli VKM","24.01.2024 15:05","965 μS/cm","890.12 NTU","10.24 mg/L","7.35","24.01.2024 15:07"
"Muuli VKM","24.01.2024 15:00","963 μS/cm","867.98 NTU","10.23 mg/L","7.33","24.01.2024 15:02"
"Muuli VKM","24.01.2024 14:55","963 μS/cm","873.8 NTU","10.21 mg/L","7.34","24.01.2024 14:57"
"Muuli VKM","24.01.2024 14:50","963 μS/cm","879.76 NTU","10.23 mg/L","7.34","24.01.2024 14:52"
"Muuli VKM","24.01.2024 14:45","963 μS/cm","879.04 NTU","10.22 mg/L","7.34","24.01.2024 14:47"
"Muuli VKM","24.01.2024 14:40","963 μS/cm","877.99 NTU","10.24 mg/L","7.35","24.01.2024 14:42"
"Muuli VKM","24.01.2024 14:35","963 μS/cm","877.1 NTU","10.24 mg/L","7.35","24.01.2024 14:37"
"Muuli VKM","24.01.2024 14:30","963 μS/cm","876.3 NTU","10.26 mg/L","7.36","24.01.2024 14:32"
"Muuli VKM","24.01.2024 14:25","963 μS/cm","875.37 NTU","10.25 mg/L","7.36","24.01.2024 14:27"
"Muuli VKM","24.01.2024 14:20","962 μS/cm","874.66 NTU","10.25 mg/L","7.37","24.01.2024 14:22"
"Muuli VKM","24.01.2024 14:15","963 μS/cm","873.55 NTU","10.27 mg/L","7.37","24.01.2024 14:17"
"Muuli VKM","24.01.2024 14:10","963 μS/cm","872.69 NTU","10.26 mg/L","7.38","24.01.2024 14:12"
"Muuli VKM","24.01.2024 14:05","963 μS/cm","873.26 NTU","10.26 mg/L","7.38","24.01.2024 14:07"
"Muuli VKM","24.01.2024 14:00","963 μS/cm","867.96 NTU","10.3 mg/L","7.39","24.01.2024 14:02"
"Muuli VKM","24.01.2024 13:55","964 μS/cm","871.86 NTU","10.25 mg/L","7.39","24.01.2024 13:57"
"Muuli VKM","24.01.2024 13:50","965 μS/cm","889.07 NTU","10.27 mg/L","7.39","24.01.2024 13:52"
"Muuli VKM","24.01.2024 13:45","967 μS/cm","883.44 NTU","10.29 mg/L","7.4","24.01.2024 13:47"
"Muuli VKM","24.01.2024 13:40","968 μS/cm","874.96 NTU","10.28 mg/L","7.4","24.01.2024 13:42"
"Muuli VKM","24.01.2024 13:35","970 μS/cm","868.86 NTU","10.26 mg/L","7.41","24.01.2024 13:37"
"Muuli VKM","24.01.2024 13:30","971 μS/cm","862.52 NTU","10.27 mg/L","7.41","24.01.2024 13:32"
"Muuli VKM","24.01.2024 13:25","973 μS/cm","856.33 NTU","10.26 mg/L","7.41","24.01.2024 13:27"
"Muuli VKM","24.01.2024 13:20","975 μS/cm","849.96 NTU","10.24 mg/L","7.41","24.01.2024 13:22"
"Muuli VKM","24.01.2024 13:15","976 μS/cm","841.73 NTU","10.26 mg/L","7.4","24.01.2024 13:17"
"Muuli VKM","24.01.2024 13:10","979 μS/cm","839.05 NTU","10.27 mg/L","7.38","24.01.2024 13:12"
"Muuli VKM","24.01.2024 13:05","980 μS/cm","826.97 NTU","10.28 mg/L","7.35","24.01.2024 13:07"
"Muuli VKM","24.01.2024 13:00","976 μS/cm","801.57 NTU","10.23 mg/L","7.34","24.01.2024 13:02"
"Muuli VKM","24.01.2024 12:55","976 μS/cm","798.86 NTU","10.23 mg/L","7.35","24.01.2024 12:57"
"Muuli VKM","24.01.2024 12:50","976 μS/cm","798.92 NTU","10.25 mg/L","7.35","24.01.2024 12:52"
"Muuli VKM","24.01.2024 12:45","976 μS/cm","796.42 NTU","10.26 mg/L","7.35","24.01.2024 12:47"
"Muuli VKM","24.01.2024 12:40","976 μS/cm","793.83 NTU","10.24 mg/L","7.36","24.01.2024 12:42"
"Muuli VKM","24.01.2024 12:35","976 μS/cm","791.39 NTU","10.23 mg/L","7.36","24.01.2024 12:37"
"Muuli VKM","24.01.2024 12:30","976 μS/cm","788.93 NTU","10.22 mg/L","7.37","24.01.2024 12:32"
"Muuli VKM","24.01.2024 12:25","976 μS/cm","786.65 NTU","10.24 mg/L","7.37","24.01.2024 12:27"
"Muuli VKM","24.01.2024 12:20","976 μS/cm","784.4 NTU","10.26 mg/L","7.38","24.01.2024 12:22"
"Muuli VKM","24.01.2024 12:15","975 μS/cm","782.27 NTU","10.25 mg/L","7.38","24.01.2024 12:17"
"Muuli VKM","24.01.2024 12:10","976 μS/cm","780.41 NTU","10.27 mg/L","7.38","24.01.2024 12:12"
"Muuli VKM","24.01.2024 12:05","976 μS/cm","780.05 NTU","10.26 mg/L","7.39","24.01.2024 12:07"
"Muuli VKM","24.01.2024 12:00","977 μS/cm","776.15 NTU","10.24 mg/L","7.39","24.01.2024 12:02"
"Muuli VKM","24.01.2024 11:55","979 μS/cm","802.25 NTU","10.29 mg/L","7.4","24.01.2024 11:57"
"Muuli VKM","24.01.2024 11:50","982 μS/cm","819.92 NTU","10.25 mg/L","7.4","24.01.2024 11:52"
"Muuli VKM","24.01.2024 11:45","985 μS/cm","835.92 NTU","10.24 mg/L","7.4","24.01.2024 11:47"
"Muuli VKM","24.01.2024 11:40","988 μS/cm","852.86 NTU","10.25 mg/L","7.41","24.01.2024 11:42"
"Muuli VKM","24.01.2024 11:35","992 μS/cm","869.8 NTU","10.28 mg/L","7.41","24.01.2024 11:37"
"Muuli VKM","24.01.2024 11:30","995 μS/cm","886.87 NTU","10.25 mg/L","7.41","24.01.2024 11:32"
"Muuli VKM","24.01.2024 11:25","999 μS/cm","903.82 NTU","10.24 mg/L","7.41","24.01.2024 11:27"
"Muuli VKM","24.01.2024 11:20","1002 μS/cm","920.72 NTU","10.23 mg/L","7.4","24.01.2024 11:23"
"Muuli VKM","24.01.2024 11:15","1005 μS/cm","936.03 NTU","10.29 mg/L","7.39","24.01.2024 11:17"
"Muuli VKM","24.01.2024 11:10","1007 μS/cm","954.85 NTU","10.26 mg/L","7.36","24.01.2024 11:12"
"Muuli VKM","24.01.2024 11:05","1009 μS/cm","943.74 NTU","10.27 mg/L","7.33","24.01.2024 11:07"
"Muuli VKM","24.01.2024 11:00","1004 μS/cm","941.13 NTU","10.18 mg/L","7.31","24.01.2024 11:02"
"Muuli VKM","24.01.2024 10:55","1004 μS/cm","940.59 NTU","10.19 mg/L","7.32","24.01.2024 10:57"
"Muuli VKM","24.01.2024 10:50","1004 μS/cm","938.98 NTU","10.21 mg/L","7.32","24.01.2024 10:52"
"Muuli VKM","24.01.2024 10:45","1004 μS/cm","937.24 NTU","10.18 mg/L","7.33","24.01.2024 10:47"
"Muuli VKM","24.01.2024 10:40","1004 μS/cm","935.41 NTU","10.21 mg/L","7.33","24.01.2024 10:42"
"Muuli VKM","24.01.2024 10:35","1004 μS/cm","933.43 NTU","10.19 mg/L","7.34","24.01.2024 10:37"
"Muuli VKM","24.01.2024 10:30","1004 μS/cm","931.24 NTU","10.2 mg/L","7.34","24.01.2024 10:32"
"Muuli VKM","24.01.2024 10:25","1003 μS/cm","929.09 NTU","10.22 mg/L","7.34","24.01.2024 10:27"
"Muuli VKM","24.01.2024 10:20","1003 μS/cm","926.88 NTU","10.22 mg/L","7.35","24.01.2024 10:22"
"Muuli VKM","24.01.2024 10:15","1003 μS/cm","924.79 NTU","10.22 mg/L","7.35","24.01.2024 10:17"
"Muuli VKM","24.01.2024 10:10","1003 μS/cm","922.94 NTU","10.22 mg/L","7.36","24.01.2024 10:12"
